Class,ReviewTitle,ReviewText
2,creative action all over,"this book is almost all actoin about a man who is a very strong and kind warrior. he knows that the goodness inside of him can defeat any evil. he uses that knowlage to kill monsters. The book is a little confusing at times, but everything elese is very creative and understandable. I would sugjest this book to 11 year old and up for the concern of some grusome scense. it is only 94 pages, a good lengh for a bed-side book. by the way-beowulf is the guy on the horse not the monster on the cover :)"
2,Chaka's Powerhouse Vocals!,"When this Lp came out in 1982, a Billboard ad stated 'The Most Powerful Instrument in Music Returns'....and it did! This Chaka lp is one of her best and it shows how to use Power Vocals correctly! I think this Lp was ahead of it's time...a Great fusion of R&B;, Funk & Jazz..Arif Mardin KNEW what to do with Khan's voice! 8 powerful examples of why Chaka Khan is one of the Greatest Singers ever!!I have this on vinyl & CD!!! :)"
1,Huxley it ain't...,"I'm afraid that I must agree with the comments of 'Tedious' below. Apart from a wonderful idea for the theme of this novel (eastern religion meets western technology) their was not enough character or plot development to sustain my interest past the half-way mark. This book has been praised as an influence by some very great authors, but I must assume it was the theme and not the narrative itself that caught their fancy. The narative reads like a poor translation. Really bad style. A few funny moments... but overall, a very dissapointing book for me considering it's high falutin' reputation. I'll stick with Huxley, if and when I seek enlightenment."
1,Through the Madness!!!,"First of all, Ike is doing the very thing that Tina always said he would do. Ike Turner will never admit to what he did to Tina. Tina stayed around him for so long because she promised that she would never leave him like ""all the others."" Ike took advantage of her. Tina her self said she cared very much for him. Cher even had seen what was going on and tried to convince Tina to leave him. Even the girls that danced with Tina on stage had whitnessed what happened.Tina did not write her autobiography to promote her career, she herself said that she did not want to talk about what happened but the public kept asking her what had went on. So she released her autobiography in 1986, well after her come-back in 1984.While Ike can try to deny it all he wants, the truth is he violently abused Tina! And considering the person Ike Turner is, I would expect him to do no less than to lie and make a pathetic-excusse of a come-back!!!"
2,works!,"I have been taking these for 6 months- I don't love taking 6 tabs a day, but they seem to work best when you do. The price is better then some of the other products on the market also."
2,Even Creepier Than You Thought,"What's most amazing is the tape recording of his final speech to convince all the parents to begin giving their children poison. Only one headstrong black woman speaks up with a speech that ""these babies deserve to live."" Sadly, the interviewer just lets the survivors ramble, when most seem quite willing to answer tough follow up questions. It needed at least another hour."
2,BUEN PRODUCTO,"Esta excelente el producto, es tal como lo esperaba.. y bueno por supuesto el servicio de entrega fue inmediato."
1,Only useful as a backup to Snell and Weightman,"If a textbook for Hindi must use some romanistion then it should use the same system as R.S.McGregors' Oxford Hindi-English Dictionary, as ""Teach Yourself Hindi"" does. The authors of that title, R.Snell & S.Weightman, teach Hindi at London University's School of Oriental and African Studies.Further this textbook relegates the devanagari script to the rear of the book and includes no devanagari at all for the tape dialogues.As a final black mark the standard reached in the course is way short of Snell/Weightmann. This is partly a product of having 10 lessons instead of 18.Recommendation : Get Snell & Weightmann, and then McGregor's Dictionary and Grammar. Use Bhatia if you need extra tape practice."
2,Yancey has another one,"I have read all Philip Yancey books & he gives an intellegent & amazing insight of the true religious life demonstrated in the Bible. This provides a person the detailed readings therein, its relationship to everyday life experiences .... all is in proper perspective. It's also an excellent tool for Bible Study. I have it in printed book form & also on my E-Reader.Don't leave home without it."
2,The Paradise War book,I was very pleased at how quickly I received my purchase. It was for a gift and I tend to be a procrastinator at getting things.
1,Good show but TERRIBLE packaging,"The other reviews cover the show well so I won't go into that, but I do want to warn you that the DVD case is really cheap, with the DVDs doubled up in the same slot. For the sake of 10 cents cost to them, they have produced something that is very likely to scratch your DVDs."
2,The Sanctuary,I like this show. But then again I like Sy-fi. Amanda Tapping is a good actress. Enjoyed her in StarGate SG1. And in the show sanctuary she does a great english imitation..
1,Sanctuary Season 2.....Fail,"After enjoying the first series of sanctuary I have recently purchased the second season, Looking forward to the continuation of some good story lines I have been incredibly let down. The first season had some 'shoddy' effects but somehow they have deteriorated into something even worse, there is very poor interaction between animations and cast. I could perhaps forgive this if there was something else good about the series, unfortunately they have really destroyed what was a good series, I have watched 4 episodes and am unsure I will watch any more, the acting is poor, the storyline is worse, the new characters are uninspired and I have no motivation to watch any more as its definitely not getting any better. If you enjoyed the first series you are better off leaving it there and not ruining the series by watching this series. You have been warned."
1,Temperature displayed is incorrect,"The accuracy of this thermometer is really poor. I returned the thermometer for an exchange from Amazon. The replacement has same problem I did calibrate it, still it shows wrong temperature. I liked ease of mounting on the window and size, but completely useless as fas as what value it shows for the temperature."
2,"Olives, Sheep, and Nicotiana","How to write a domestic horror story and gardening book in one. Terror so subtle it could happen to you, olives so ripe you'll be picking in no time:Dirk has a lovely garden. He also likes trees. A lot. There's a guy who gets his legs chopped off by accident, then there's Dirk's conscience. Is he really responsible for so much death? He thinks he is. Coming in with his black cloak and scythe, Monsieur Bogarde lives with his so-called 'agent' who gets colon cancer and alzhimer's (is this Dirk's doing?). They plant things and pick olives and live in France, then they don't plant things and pick their noses and live in England. But death cannot be escaped. Dirk has a stroke, his 'agent' drops dead, and they all live happily ever after. Based on a true story."
2,"If you loved the First Outbreak, You'll love this one","Something to always look foward to in a Sequal is the gameplay you loved from the first. That's the Great thing about OUtbreak 2, it has the same controls, but this time you can CHOOSE who you want to play with you. for instance, If David does not work well with Kevin, but works well with Jim, then you can choose Jim as your partner. Plus you can walk as you shoot! The only downside is that theres not going to be a Outbreak file 3 :("
1,Boring!!!!!,"The new Resident Evil Outbreak is boring. I expected it to be action-packed, boy was I wrong. Every level has like 0-3 zombies. I RENTED THE GAME TO SHOOT ZOMBIES, NOT INFECTED ANIMALS. My advice, try it at a friends house or play a demo first."
2,I did it so anyone can...,"I am a grandmother with no woodworking experience. I made the foolish decison to put up large crown moulding in my bedroom and got hopelessly stuck at the inside and outside corners. I looked for help on the net and found this book. Three days later I finished the job and the corners were absolutely perfect! The directions are written and illustrated so that anyone can follow them. I have more trouble making a souffle than I had working with crown moulding - thanks to this book. It should be in everyone do-it-yourselfers library. By the way, I saved a fortune doing this project myself."
2,Good Book - Presumably in Either Edition,"My daughter (almost 3) enjoyed this book from the library last Halloween & we're looking forward to reading it again this Halloween. I loved introducing her to Halloween from a book that emphasized friendship and generosity among neighbors, rather than scary monsters, pranks, or candy. The illustrations were lovely. I'm sure the original edition had beautiful illustrations too, and the previous reviewer might have been chagrinned by the changes to a personal childhood favorite. But I'm guessing that most people who, like my family, discover the story for the the first time in this edition will find nothing amiss."
1,The Worst of Kirk Whalum,Kirk Whalum is a fantastic saxophonist but this one is a disaster!! It doesn't deserve a mention let alone a place in the collection of true Jazz lovers. Please do not judge Whalum by this CD. I'd recommend 'Unconditional' instead.
1,worst dress shirts thin cloth and not professional at all,"I didnt knew that amazon had such a poor quality control and also they dont have any control over other vendors, Save $8 by not buying this product ...Very thin and very large sized shirts .... they are see thru and look no where like they are shown on web site ..."
1,Horrible product,"This shirt is absolutely the worst in the market. The fabric is cheap, so cheap, that I threw the darn thing away"
2,Shirt in picture is not what they send you,"First off, the shirts are good. They are thin, but they look good. The collar tips have built-in plastic strips to keep them pointed and crisp. They come out of the dryer pretty good w/o wrinkles if you use the wrinkle-guard cycle. However, the shirt in the picture is not at all what they send you. The shirt in this pic above has a much tougher, textured material, and the actual shirt has a white label, not black as in the pic. So, expect a very thin, smooth, untextured but stylish shirt, with crisp collars that look good that comes out of the dryer nice, but the shirt in the pic is not the shirt you get."
2,Good buy with reservations,"Of course the list price is a joke. However, for the price, the quality is quite good. It uses thin material but is fine for summer. It is about 1/2 size larger than most brands so you might want to go for the smaller sizes. Just remember, this is not your $65 deparment store shirt. And yes, only the blue colors look good."
1,"Very thin, Flimsy","If you want a cheap thin shirt that likely will not last a dozen washing then this is the shirt for you.Be aware that Amazon has a $3.99 plus $0.99(per item) return shipping fee.Is all Bill Blass stuff this ""quality""?"
1,Poor Quality,"I bought this shirt for one reason, the price, and I soon as I open the box I found out why it was so cheap. Because of the cheap materials. Save your money, spend couple of dollars more and you will be happier with quality."
1,smack the editors,"As mentioned by other reviewers, this DVD is just horrible to watch because of the absurd amount that the cameras cut away to another scene every few seconds. If you want to watch a guitar solo or anything else for that matter to absorb any details, forget it! The editor(s) didn't do the Scorpions justice. The music is good, but since this is a DVD and not a CD, I'm giving two stars for the spazoid video technique."
1,A clas-sick that made me sick,This book was very boring. very few moments in the book are actually exciting and they are few and far between. The beginning of the book is the best part. It spent too much time explaining and describing images; i felt like the whole book could be cut in half and you would still get the majority of the story across to the readers
1,Interesting but Repetative,"While reading this book I was extremely fascinated and into it in the beginning. But as the book goes on, the main character continues to classify underwater creatures over and over and over. The only thing that kept me reading until the end was the mystery of Captain Nemo (which i have to say, was never really revealed, and a bit disapointing ending). So all together, and VERY detailed and interesting book, but too slow and boring overall."
2,Oldie but a goodie,I have seen the movie (needs to be remade wih today special effects come on Disney) and really enjoyed the book.
1,A disappointing read for the 21st century,"This book is a classic. No question. That's why I chose to read it. When it came out in the 1860s, it was science fiction and gripped the imaginations of many. A ship that could travel under the water! But reading it in 2010, much of the novelty of the book has been realized. We have had submarines for nearly a century.But even aside from that, there is little plot to the novel. It reads as if it were written by a committee at National Geographic. It's a survey of all the unique items and places in the world's oceans. The little plot there is involves the protagonist trying to escape from the ship. And the ending (not to ruin it...) is a total cop-out and disappointing.I was hoping this book would stand the test of time, like The Time Machine or even Around the World in 80 Days. But I found it a rather boring and drudging read."
2,Twenty Thousand Leagues,"A mysterious creature is haunting the seas, and Professor Aronnax is determined to discover the origins of the beast. However, the encounter brings more than he ever expected, as he is captured by the strange and withdrawn captain of a submarine ship and whirled around the world's oceans. The aquatic wonders he experiences thrill his academic soul, while the actions and motivations of his host leave him questioning both the individual and civilizations at large.Verne's underwater adventure is the latest novel I have read to my toddler at bedtime, and is far from my favorite. As we finished the third Verne novel we have approached I found myself lamenting a brilliant story bogged down by careless prose; I found that the language was flat and uninspired, and the sentence structure was unbelievably choppy. The failings of the writing itself took away from what would otherwise have been a book full of wonders, and I believe we will leave Verne buried once and for all."
1,Internet connection turns off all the time,"After a certain time the modem begins to loose the conection to Internet every now and then, the only solution is to constantly turn it on and off.No lightning have fallen near my house, nor any other extraordinary event have happened.I have looked for help from zoom, internet forums and my ISP company and all of them agreed that it is a hardware problem, apparently a common one if you buy an X6 zoom modem/router.The only definite solution: buy a new modem (not a zoom modem)"
1,A REAL MESS,SNL deserves a comprehensive overview that tells us how they put together the show and how/why it matters/mattered. This is not that book. The author simply has no objectivity so he can't tell us the truth. If you want to read what you already know about the show's popular sketches this is the book to read. We learn almost nothing about how personalities worked together- or not- to make the show last this long. Far too little time is spent on the first 5 years and that first amazing cast. But if you want to hear about 'Pat' and Victoria Jackson this is the book for you. A real mess.
2,Awesome!,"I choose this book because it was economically priced. The book was kind of in rough condition on the outside cover, but the inside was totally fine. The description of the book was completely accurate."
1,"Yadda, yadda, yadda!","If you took out every comment by cast, writers and producers on trying (unsuccessfully)to figure out Lorne Michaels, this heavy tome would easily be cut in half. Too much whining, too little interesting, historical information for me, a long time fan of the show."
2,LOL!,"Good stuff - some funny, some serious, but all the little ""stories"" you've never heard from behind the curtain at SNL!"
2,Narnia: Prince Caspian,"It was a great choice between BD and DVD, of course I bought the BD. As you all know the quality is far more better than regular DVD. The movie had a pretty good opening to and it was very catchy. Story has a pretty good plot to it but it wasn't as good as the first movie. there were more action on the first movie compared to this. All in all it was a great and fun movie to watch."
1,Thanks for the case,I was disappointed with this seller. I got an empty DVD case that was shrink wrapped. The most frustrating part about it was I never received a response back from the seller after trying to get in contact over and over again. There goes my hard earned cash!
1,Very Disappointing,"If you enjoyed the book, you won't want to watch the Disney version of this movie. Characterization was changed (a friendly dwarf became a nasty grump, Prince Caspian and King Peter had jealousy issues); scenes were added that weren't in the book, and basically all of the best parts of the book were omitted. There were battles that never took place. In fact, fighting was the main focus of this movie. Anything that had any hint of spirituality was obliterated from the movie. If Disney wanted to create a fantasy battle movie, they should have just hired someone to write one. Prince Caspian is definitely NOT the Prince Caspian that C.S. Lewis wrote. I will definitely not watch any more Disney adaptations of Narnia."
2,OMG,"OMG!! This was TERRIFIC! I was so pleased that all the actors/actresses from ""TL, TW, ATW"" came back to Prince Caspian!!! It was awesome... the sword fights, the battles, the waking of the trees, Reepicheep, and the bits of humor mixed in here and there! I loved it!"
1,Too Precious,"Too long and too precious. This second Narnia film still finds the children in wartime England waiting for a train when they are abruptly called back to Narnia. Hundreds of years after their visit from the wardrobe, once again evil outsiders are threatening to overwhelm the animals and folk of Narnia's forests. The children eventually save the day and return to the train station after heroic battles and soul searching speechifying. Although technically amazing, the story is drawn out to a sense of boredom and the characters, other than the children, lack a strength and sharpness that made the first film so enjoyable. It isn't a film we'll watch again and again as we have Wardrobe."
2,Correction on May 16th Review,"The software mentioned on my May 16th review IS called ""AVID Xpress"" -- not ""AVID Express"" -- when my review was edited someone changed the spelling, possibly thinking it was a typo/mistake?"
2,Easy to follow,This is a quick reference or trainer. Use it to help Scouts with their knot requirements. Simple diagrams take the used step by step through each knot.
2,"Knot idiots, rejoice!","In no way does this little card set replace books or experience, but for field use for common knots, (especially in a stressful situation) it's priceless. I've already needed it on so many occasions (work and around the yard), that I moved one of them from my BOB to my small EDC pouch. If you're anything like me, ""kind of"" knowing how to tie a specific knot can get you into more trouble than not having tied the darn thing in the first place! I had to secure some items for an typhoon and boy did this thing come in handy. *All* of my ropes and knots stayed tight unlike my usual post-storm assessment of finding them untied and strung out in the yard! Yes, you could probably make a set, but these are nicely printed on credit card like material (albeit a bit thinner) and are really legible and handy. If you have a BOB, this is a MUST have (especially for those you think you need 300' of 550 cord in your BOB).Four stars because I wish you could separate the cards for easier access."
2,Very Cool,I ordered this mainly to learn some Knots. This is nice to throw in the backpack and take out for a camping trip. Use the examples to try out some knots.Good product. Very useful.
2,Have not needed it yet,This is pretty cool. It shows you how to tie some basic knots that can Come come in handy in various situations. I got this so I can leave it in my go bag with 100ft of some paracord.
2,The Wind in the Willows,"A beautiful book with detailed, descriptive, lovely drawings, this gift to my granddaughter was well received, and she takes it to bed every night."
2,inspiring,"a movie needs to be done about this guy. dont listen to al sharpton- if booker t can do what he did, anyone can. i'd give it 5 stars but for the style of writing at the time leaves me wanting coffee"
2,The recipes sound great.,I look forward to trying many of the recipes and really appreciate the nutritional information. However the information is based on a portion of the recipe such as 1/8 of recipe. This is really not helpful when the recipe is for a pot of soup. The soup would have to be divided into 8 servings to get an accurate calorie count. Even with that drawback I know I will enjoy some of the dishes.
1,One of the worst mountaineering books I have ever read.,"Factually shaky at many points, pedestrian prose, self-aggrandizing and a page turner only for wanting to finish the awful thing. What I found most offensive about this book was the author's egotistical disdain for the, ""lesser climbers"", of the team. In fact she and her fellow leaders showed nothing but hostility to many members and they all come off as smug, arrogant jerks. Having been on climbing expeditions before, there is a great deal of stress, raw feelings, etc, but the raw and condescending behavior of the author and trip leaders is disgusting. Don't even get started on their ugly American ""analysis"" of Asians on Denali.Read this book if you one day want to write a mountaineering book and this one will point to every flaw in doing so."
1,Laughing Aloud: One Reader's Story of True Hilarity and Boredom-Defying Perusal in the Face of Denali's Silliest Story Ever!,"The more you know about mountaineering, the funnier you'll find this book. There is little to like, but much to laugh at in Ruth Ann's utterly unselfconscious self-portrait.If this were a comic novel it would be a dead-on parody of a certain strain of self-glorifying mountaineering literature. Think Nicholson Baker writing ""Into Thin Air"" from the point of view of Sandy Hill Pittman. And it starts with the twenty-two-word long title!Warning: if you're not in the mood to laugh, be prepared to be annoyed!"
2,The bittersweet summit,"A must read for anyone preparing to climb. You will understand that mountainclimbing is not for the flippant, the hurried, the unprepared. This extraordinary story tells of the extreme suffering endured to achieve the summit. You learn about the death zone and about what happens to the body at various altitudes. An excellent adventure story for both men and women."
1,I was disappointed,"I also was really looking forward to reading this book but had to force myself to finish. As a redhead, I feel armed with some more knowledge about the history of redheads but was left... hanging, somehow.I found it disjointed and it was not an enjoyable read."
1,Was she serious?,"Since I have a red-headed daughter, this sounded lioke a fun book to read. I gave it up just about 1/3 of the way through. Maybe it got better but I wasn't going to stay around to find out. The author really stretched it to make her point. Her point? Maybe becasue she's a redhead, she wanted to be so very, very special, so she took a few supposed facts and made a whole concept from them. Come on! Trying to make redheads all some sort of special witches, monmsters, super-human people was dumb. And she totally dissed red-headed men. My husband read it through but we both quickly decided NOT to send it to our daughter."
1,It's okay.....,"I really wanted to love this moisturizer! I have very fair, sensitive skin, and this was supposed to be one of the best bets for my skin type. It also has a great high SPF.But, alas it does not sink into my skin. It does not blend well at all. It leaves a terrible white residue that takes forever to rub in.Maybe because of the high SPF? I am not sure,but I was definitely disappointed."
2,"Excellent Series, Poor DVD casing","The series is excellent and faithful to the literary history surrounding the Robin Hood legends. Clannad's music adds a bit of authenticity, as does the use of magic and superstition, and the UK setting.Acorn did a reasonably good job digitizing and adding subtitles to the original film. Colour was on the dark side, but nothing that can't be adjusted.The poor packaging of the 'complete' set prevents me from giving it a perfect score. I like the look and the folding-book concept of it, but the casing is made of hard plastic, making it prone to chipping and difficult to remove the DVDs carefully without breaking or cracking them. I had a similar problem with the ""I Spy - Four-Pack Collection"" cases. So, take care to remove the DVDs lest you damage them permanently. You might consider alternative storage like a plastic CD envelope case, considering this DVD set is not cheap.Aside from this, I highly recommend the complete Robin Hood set."
2,Robin of Sherwood,Picture is fuzzy not digitallly remastered. Also Disk 2 had a glitch in it on the first play. Disk is clean. Over all quality is not great.
1,Misrepresented Product,"The image shown is EXACTLY what you'll get; it isn't misrepresented on Amazon. The package is mis-leading. It clearly shows a 2.2 mm Hex-nut. It does not work on any glasses that have a hex-nut. In fact, I was about read to toss it out, when I went and took a dental-pick and pick some plastic or parafin out of the tip of it--when I finally got it to work on my CostCo glasses that use a ""star"" driver. It contains a tiny phillips head, tiny flat-head, and the ""star"" driver. No hex-nut. I'm going to have to order something else. Isn't worth my time and frustration to send it back."
2,Every kind of comedy styling all in one film...,"What makes this film truly great is how many different styles of comedy it has. You see not only slapstick and situation based comedy, but also some fabulous dialog and scare comedy. I didn't want to watch this movie at first, thinking it'd be a run of the mill b/w film, but was amazed, and immediately rewound and watched it a second time."
2,One of the best readings about stats!,"This book is a pure pleasure reading for anyone interested in statistics, but wants to have a break from formulas and software! In fact, I would make it a must read for all citizens who are bombarded by over-complicated news about all areas of our life."
2,Outstanding book,"Someone once said ""there are three kinds of liars: liars, damn liars, and statisticians.""I read this book in high school, and it shaped my judgement of the news media, business, and advertising ever since. Never trust the numbers without knowing their basis, and remember: a statistician is the type of guy who would put his head in an oven, and his feet in a bucket of ice, and say that, on average, he felt fine."
2,An Entertaining Primer on the Validity of Statistics,"Although ""How to Lie with Statistics"" is a bit dated (having been written in the 1950's), the principles it puts forth are still valid today--if not moreso than ever--and the material is delivered in clear, concise, and even entertaining anecdotes and illustrations.How often do you hear statistics bandied about in the media or used to try to prove some special-interest point? ""Of course"" the people quoting the figures must be right with numbers on their sides... until you look at just how those numbers were arrived at.This book isn't truly a guide on how to lie with statistics, but it is an excellent text that informs the reader both how others will lie to them using statistics and on how to interpret the validity of purported statistical data."
2,"Clear, Concise, and Fun","How to Lie with Statistics is a fun and informative look at the was in which statisticians try to decieve the public with misleading statistics. Every chapter contains plenty of real-world examles that provide excellent insight into the concepts. The book is a quick read (only 142 pages) and it holds the reader's attention; both are necessities for an educational work. How to Lie with Statistics is perfect for the beginning statistics student or anyone who wants to learn how they can be decieved through the manipulation of numbers. The reading level and math make this more appropriate for high school or college students than for younger students. Using three randomly selected paragraphs, the mean Flesch-Kincaid grade level was 10.4; thus this book is excellent for sophomores or advanced freshman. Although the writing is a little dated (1954), it is still clear and highly relevant. Overall, this is a highly recommended and worthwhile read."
2,An Up To Date Primer!,"This book is a very good primer for getting one's feet wet in the world of non-profit organizations. While it is by no means exhaustive, it is certainly broad and deep enough for anyone to run their non-profit more efficiently and more ethically. It covers excellent project, team and board building strategies, as well as nearly every type of fundraising and solicitation. Additionally, there is good information on employing the internet for communication, engagement and fundraising -- STILL a fairly new field for many.Appendices A-C cover some very good tools and examples. Though the listed government grant sources in appendix D focus mainly upon the Humanities and the Arts, valuable web sources are given for finding grants in other areas."
1,sony printer,not really what i wanted xxxxv xxxxx xxxx xx xxxxx xxxxx xxx xx xxx x xxxxx xxxx zzzz zzzz zzzz
1,A waste of money -- and tin.,"This collection amounts to three dollar-store discs jammed into a pretty package. For those who prefer substance over style, look elsewhere for this material, which is given a pretty shoddy presentation overall.Disc 3 (which was unplayable on the two DVD players I tried it on) repeats the entire contents of Disc 2, and adds the TV pilots Kook's Tour and Jerks Of All Trades -- making Disc 2 a pointless redundancy. Avoid it at all costs."
1,Misleading,"You get what you pay for with this set. Only contains maybe an hour of classic stooge fun. It may fill the gap in someones collection, but mostly contains fillers and short dvds. It appears to be a collection of videos that no one else wanted. One full DVD is the lame three stooges cartoons. If you are looking for classic stooge comedy this set contains very little."
1,Not what I expected - a rip off,"The price was attractive, as was the packaging. The box shows Curly. But alas - Curly is not easily found in this compilation. Also - a lot of the ""extra features"" are lame. Stay away from this product. If you really want the Three Stooges - buy the 8 volume compilation from Sony instead."
1,Total rip off,"The Three stooges( Collectors Edition)The box says ""7DVDs over 11 hours"" what they dont say is that there are only 4 classic stooges shorts and only on the first DVD. The rest of the set is crap. The reamaining 6 1/2 dvds /10 hours are patched together bad movies and cartoons ( remember the really bad stooges cartoons you wouldnt even watch back in the 60's) It is intentionaly misrepresented. The packaging is first class, a real eyegrabber, but whats inside is junk."
2,Good Read,i read this book many yeawrs ago and decided to buy it again and read it. I enjoyed it but will not read it again.
2,Quite possibly the scariest novel ever constructed,Go to a used bookstore. Search the internet. Scour the newsgroups. And find this book. I have never read a novel before nor since that has the power to terrify the way the late Tryon does here. His mastery of sentence structure alone puts him above the vast majority of horror novelists. Simply a sensational piece of work -- and a travesty that it's out of print.
2,chico hamilton timely,cheeks grove is the hook on this cd . chico has that groovy back beat and always a top notch band....worth a listen BIG DADDY
2,I hate reductionists,"As philosophy of science this work is very fascinating. Unfortunately it is permeated with rather Marxist ideas which the author seems to cherish. But, as an incissive criticism of reductionist science, especially biology, it is very good."
2,skillful,"Reading this is reading a master at work. Pinsky wields so much skill it's ridiculous. Reading the poems here is like listening to an intelligent, old man sitting in a chair somewhere in a field, giving his thoughts free rein, following them where they land. In my opinion, the poem ""The Figured Wheel"" is a lyrical, breath-taking masterpiece."
1,we must feel bad that this was our Poet Laureate,"Pinsky is in love with being a poet, but his poems don't mean anything to the rest of us. This book is a perfect example of this. We are supposed to admire him, not read him, and I find it a shame that this lousy work got him a Luareateship."
2,Great!,"I like em a lot, wife thinks they're the best cereal she's ever had, teen daughter thinks they taste just a bit better than hamster food, the others here like them enough. Bags are pretty small but still a good enough deal that I'll buy again, just too good (and a unique flavor...really like the pumpkin seeds in them) not to."
2,Great Resource for Victorious Living,"This is a great resource for victorious living! It shows the consequences of choices each of us make in our lives and how important it is to make the right choice to live a life of true freedom and liberty! It is a quick read - I was fascinated with the stories shared from the beginning and had a hard time putting the book down! I got copies for my family to help encourage them as they are getting ready to enter the ""dating"" stage of their lives to help them stay on course and help give them the tools to save themselves for marriage as God intended. I highly recommend this book - whether you're married or single!!"
1,"Fine Film, Abysmal DVD","This is a fine Randolph Scott film. Unfortunately the DVD has interference on the audio channel (bass-heavy contemporary music, as if someone was playing something through the board when the transfer was made) and the print itself shows damage in places. I have never encountered a major studio release with this level of audio interference. Thanks for caring, Columbia Pictures!"
2,Very nice,Item was just as described. Very nice fit...does not slip down your leg and also securely holds your weapon. I would definitely buy this again. Perfect
2,"terrifically written, great story.","Ruarke is rightfully called the master of outdoor writing. This is a fabulously written story of his first safari in Kenya and Tanganyika (now Tanzania). It is a must read for anyone who enjoys outdoor literature, hunting stories, or Africa."
2,Great,"This eight pound bag lasts our cockatoo 2-3 months. Way more economical to buy here on Amazon than in the store. We reseal it for storage, and use it well before it goes stale (colours and smells still vibrant)."
1,choco tacos,"I have to say I haven't actually read this book, but I feel like if you are considering giving this author a chance to influence your eternal salvation, you ought to give the nice people who come knocking at your door a chance too. Then pray about what you have learned and decide for yourself. But if you want to celebrate over Choco Tacos, you would have to go to Taco Johns, I used to work there and they are the ones who sell the tasty treat. (see other reviews for this book to understand what I am talking about!)"
1,"As a How-To Book, this one just doesn't work.","It's the truth that early Mormon leaders told fanciful tales about Moon Men and the Lost Ten Tribes . . . to their kids at bedtime. It seems there's a difference between what a Mormon leader says from the puplit as official doctrine, and what they say having fun with their family. It's the same with anyone. This book takes snippets from private journals and attempts to pass them off as official doctrine. As a How-To Book, this one just doesn't work.A better book to buy from Amazon on this subject is Tinkling Cymbals and Sounding Brass : The Art of Telling Tales About Joseph Smith and Brigham Young (The Collected Works of Hugh Nibley, Vol 11) . Hugh Nibley, David J. Whittaker (Editor) / Hardcover / Published 1991"
1,Horribly Disappointed!,"Don't get me wrong, ""Harriet the Spy,"" was one of my all time favorite books (and movies), growing up. I'm almost 26 now and had always wanted to read ""The Long Secret,"" So after re-reading Harriet, I went to the bookstore and ordered myself a copy. Well, at first it wasn't so bad, but there really wasn't any real point to the story. Harriet hadn't matured much at all, and to make matters worse, really offensive and hostile notes were left all over the place. I am also a Christian and find it offensive that the phrase ""Jesus Hates You,"" should be allowed to be published in a Children's book. This is especially true in this day and age, when almost any threat has the potential to turn violent.Skip this one."
1,the long secret--,just didn't like this book. it seem to be crude and it's really a book for girls only.
2,Good for Smaller bows,This product is light in weight and good for smaller non parralel limb bows. I have a Mathews Reezen and it was too small. Amazon has a great return policy and traded for Plano Max XT.
2,Presents a way of devotion to Jesus and Mary,"This book presents a marian version of the traditional Greek orthodox Jesus prayer. Instead of ""Lord Jesus Christ, son of the living God, have mercy on me a sinner"", Sister reveals that Jesus has told her to constantly repeat the phrase ""Jesus, Mary, I love you. Save souls."" While on the surface the prayer is very simple, it is difficult in practice because of the requirements of purity of mind, intense desire, and continuous repetition. Sister says that Jesus finds the prayer most pleasing, of great benefit to all souls, living and deceased, and with the help of grace, can be done by anyone. This is a method of prayer for the ""littlest ones"" of all ages."
1,YUCK!,"I returned this product. The legs were too big and the waist too small. I looked like I was in a strait jacket. I have the high back waist cincher and am pleased with it, other than the rubber smell I can't elimate, but this product sucks!"
2,A very REAL book,"Leaving the issues for apostates and apologists to bicker over, this book simply looks at the lives of people actually in the church: what they do in their normal every day lives. I especially liked the depictions of Latter-Day Saints in nations outside the United States, including the temple trip down the Amazon and a few shots of Victoria Peak! Beliver or no, these pictures tell 10,000 words about a people that are industrious, optimistic, and compassionate. These photos aver that while many continue to criticize and ostracize this church, the Latter-Day Saints frequently hold the moral/ethical highground on their idealogical opponents. How many other 200-year old American religions would stand under this kind of across-the-globe scrutiny? This book contains real, in your face, irrefutable evidence that like them nor not, the Mormons are indeed a ""peculiar people."""
2,Summer of my german solider review,I enjoyed this book a great deal. The story was very interesting and kept the reader guessing. I thought that many issues in the book were easy for students to relate to even today. The author didn't pull any punches in this startling work. I enjoyed this book and recommend it for students in sixth grade and up.
1,BORING,"I have never read a book that was so boring. The book talked about a jewish girl helping out a nazi. Nothing happens inthe begining and the climax is the girl housing the nati. WOW,NOT! Weas a class read this book as a class and i asked everyone what they thought of the book. They all agreed with me!"
1,A Boring with a German Soldier,"Although at first glance the book seems to have a good plot, it does not. I didn't like the character of Patty, she seemed so pathetic and she whined too much. The relationship between Patty and Anton is very disturbing, becuase Patty is weird about how she reactes when she is around Anton. The book disturbed me."
2,Good,This was a present for my boyfriend. He seems to like it. It arrived in a very reasonable time. It seems to be very sturdy and easy to operate.
